label,date,qbin,mu0,mu0_se_hac,n,r2,mu1,mu2,mu1_se,mu2_se,success,cost,M,q_outlier
EX:GATE_IO,2025-05-13,Q0.8000_0.9000,4.170846839031655e-05,4.525394708943756e-06,4741,0.026204984779373053,5.303753739838168e-05,0.3681204917702711,3.4595250809934667e-05,0.3567797423665259,True,0.0009237756739126511,10,0.999
EX:GATE_IO,2025-05-13,Q0.9000_0.9500,2.8628051394173623e-05,3.6702812090244515e-06,2731,0.025434711139329047,4.2177182914166906e-05,0.3443500021250714,7.733724297912056e-05,0.736719048929645,True,0.0005114192761189314,10,0.999
EX:GATE_IO,2025-05-13,Q0.9500_0.9700,2.6581796623113732e-05,3.9847324187227095e-06,1199,0.035357615188175706,0.00011479157548797637,0.0003500071947706474,0.00044196406723826263,1.3206385019332798,True,0.00021415361794290515,10,0.999
EX:GATE_IO,2025-05-13,Q0.9700_0.9900,2.8475533098925045e-05,3.3243417655387306e-06,1286,0.06738091352968323,4.938592168037715e-06,0.9999989973440091,8.579502004371117e-06,0.4903285370595283,True,0.00023254412757398165,10,0.999
EX:GATE_IO,2025-05-14,Q0.8000_0.9000,5.131701091915185e-05,3.0843677175753265e-06,4973,0.07447627432364445,0.00012563697187160106,0.0009736817244580696,4.130032469241312e-05,0.1873238111688895,True,0.0004765162428913007,10,0.999
EX:GATE_IO,2025-05-14,Q0.9000_0.9500,3.410114973245162e-05,2.76832645162377e-06,2537,0.07075272258814835,0.00011813748937473957,0.0005610091512056796,0.00013021722764101424,0.4474749156473587,True,0.00022892243886873354,10,0.999
EX:GATE_IO,2025-05-14,Q0.9500_0.9700,2.736686546248342e-05,3.061025746073527e-06,1036,0.08184932318580063,7.818664675557473e-05,0.1426889700443982,0.00019173115431151647,0.8364770894243321,True,8.1677395629676e-05,10,0.999
EX:GATE_IO,2025-05-14,Q0.9700_0.9900,2.687002480336962e-05,2.0255217861666156e-06,1727,0.11563433359848485,0.00014941357555283728,0.0001322541010503107,0.0002078201885876073,0.40908553759817023,True,0.00014390520847278043,10,0.999
EX:GATE_IO,2025-05-15,Q0.8000_0.9000,6.484532466851086e-05,3.3239775601477325e-06,5212,0.09439598849736452,5.26033329777068e-05,0.614840504331805,1.649804762169838e-05,0.16949066725502548,True,0.0006265287739562772,10,0.999
EX:GATE_IO,2025-05-15,Q0.9000_0.9500,5.044000938185036e-05,3.4595519652920362e-06,2386,0.10263325525766742,0.00017568847412340657,1.000000000631258e-06,0.0001654133594335758,0.3815732238894404,True,0.0003144717989382893,10,0.999
EX:GATE_IO,2025-05-15,Q0.9500_0.9700,4.6599907182005175e-05,3.4867634216585685e-06,1154,0.14787978891051257,2.9242491601746163e-05,0.6585494175292204,5.102292709329154e-05,0.5924938331227234,True,0.0001353311283856925,10,0.999
EX:GATE_IO,2025-05-15,Q0.9700_0.9900,3.8002945965710054e-05,2.3228739059240993e-06,2055,0.13777056341557048,8.307514528484369e-05,0.2730198984090516,9.06345155742338e-05,0.31720593390211155,True,0.00028778112603158293,10,0.999
EX:GATE_IO,2025-05-16,Q0.8000_0.9000,4.8864278472877365e-05,3.363546780545378e-06,4909,0.06607302348180932,5.703518774420256e-05,0.41374699773493395,2.1870341119062182e-05,0.21276200596465158,True,0.0004831730482532007,10,0.999
EX:GATE_IO,2025-05-16,Q0.9000_0.9500,3.729894242135562e-05,3.3183495154872186e-06,2037,0.08563642185165454,3.822378655620936e-05,0.4901460748175041,4.331652976823642e-05,0.45505639592789743,True,0.00017940024115145777,10,0.999
EX:GATE_IO,2025-05-17,Q0.8000_0.9000,6.131893308515389e-05,4.359601468195402e-06,3990,0.060240069195899526,0.00014854729785000728,3.269114415004428e-05,6.48644507601827e-05,0.2507915159747327,True,0.0006753668913160897,10,0.999
EX:GATE_IO,2025-05-17,Q0.9000_0.9500,4.6896327702854185e-05,4.7686968819364786e-06,1540,0.0776177912214765,0.0001603900106442017,0.0032627590059953666,0.0002035756278608982,0.5160434467052825,True,0.00023728528769032187,10,0.999
