series,missing_frac
ois_on,0.0
gbp5_fund,0.00273224043715847
fx_BRL,0.0
fx_GBP,0.0
fx_NGN,0.0
fx_PKR,0.0
fx_TRY,0.0
fx_ZAR,0.0
curve_BRL,0.0
curve_NGN,0.8032786885245902
curve_PKR,0.7486338797814208
curve_TRY,0.05191256830601093
curve_ZAR,0.0
