date,ticker,r_cds,r_equity,m,r_index,gamma,beta_equity,beta_index,f,rho,c,mu_boxcar,mu_ew,pred_boxcar,pred_ew,q_boxcar,q_ew
2018-01-03,AES,,0.01874420350092665,0.011783679387062707,,,,,,,,,,,,,
2018-01-10,AES,-0.028746683193410116,-0.008279757616284633,0.013495072809355912,-0.011388634827333648,,,,,,,,,,,,
2018-01-17,AES,-0.030952587211738658,-0.005565982764914379,0.020027469985568702,0.049183932303751975,,,,,,,,,,,,
2018-01-24,AES,-0.12053628858471654,0.04104484372822581,0.012767966879414505,0.033947528557166325,,,,,,,,,,,,
2018-01-31,AES,0.009135948365983415,0.047572315447379276,-0.0045201971066514135,-0.03226756598401331,,,,,,,,,,,,
2018-02-07,AES,0.08161672576590151,-0.09342554308119999,-0.050478941701488034,0.11114029075846417,,,,,,,,,,,,
2018-02-14,AES,0.20434094276609227,-0.020038249565170085,0.0071732098027581515,0.11104400559380999,,,,,,,,,,,,
2018-02-21,AES,-0.03602778970503473,-0.00389471943245423,0.0017061384879870634,-0.03379967970181403,,,,,,,,,,,,
2018-02-28,AES,-0.08088287563268215,0.06256103250659284,0.0059250135934012516,0.00796671552475025,,,,,,,,,,,,
2018-03-07,AES,-0.008827592666307615,-0.006439514410130465,0.0041596185602348346,0.03750018326046565,,,,,,,,,,,,
2018-03-14,AES,-0.009771707149453412,-0.009259857733892485,0.009237961504321213,-0.019176069947701907,,,,,,,,,,,,
2018-03-21,AES,0.07582053728926286,0.009346404106239659,-0.013755381399211508,0.11884347005241798,,,,,,,,,,,,
2018-03-28,AES,-0.035927258456654676,0.03981461142096787,-0.039196754323137295,0.07376589126050598,,,,,,,,,,,,
2018-04-04,AES,-0.050857558686624116,0.014247793051197943,0.014355702917473012,-0.002544062763026246,,,,,,,,,,,,
2018-04-11,AES,-0.06513445414561747,0.0026337794000512726,0.0007588831304952137,-0.05039236033589165,,,,,,,,,,,,
2018-04-18,AES,-0.09181082766822879,0.028896586589521878,0.0251364464142525,-0.046495812640533804,,,,,,,,,,,,
2018-04-25,AES,0.016821739555393345,0.023829810527330908,-0.025000864538613055,0.03974029130231208,0.7044283490109544,-0.9764262908180283,0.5479048923680974,-0.0014941534754279832,0.018315893030821328,0.04144112825811262,,,,,,
2018-05-02,AES,-0.022161996170371734,0.024115016295736202,-0.001631083749367157,0.03522011678919039,0.5313223656871872,-0.9478621400725589,0.5647536633258318,-0.002967020974502247,-0.019194975195869487,0.024981647572083886,,,,,,
2018-05-09,AES,-0.04324682171136074,-0.009843874429978583,0.023936172648834297,-0.02510705320270558,0.5570645904211604,-0.9906436450063801,0.541724180883341,-0.0038493261843310558,-0.03939749552702968,-0.023177868642851644,,,,,,
2018-05-16,AES,0.0007264924236569659,0.017398175183970688,0.010166811775390805,0.03159005861956789,0.5241901449267404,-0.961917653553957,0.6166060081399888,0.002743008093234231,-0.002016515669577265,0.01206883264598569,,,,,,
2018-05-23,AES,-0.006513696115950762,-0.007328925585843082,0.004114122137597764,0.009136672842535595,0.47653374185654207,-0.7101406350392586,0.7128322637188423,0.011717483054889195,-0.018231179170839957,-0.00928944360252738,-0.6019936993000972,-0.5989270800854357,,,,
2018-05-30,AES,0.0337596656408472,0.0393766371411548,-0.0027434582150355213,0.04867526392361351,0.5046918305189899,-0.8759727692821954,0.7270500443758056,0.0008964909141097252,0.03286317472673748,0.04076123808965344,-0.6457538224118097,-0.6489833355635947,0.005592186518725079,0.005563699332480055,0.0272709882080124,0.027299475394257422
2018-06-06,AES,0.024768456467869848,-0.012628253047811566,0.01757059388580795,-0.025174170428032806,-0.3624109947622506,-1.646487749621908,1.0433552794288334,-0.005473339678981979,0.030241796146851827,-0.006260476639092389,-0.7259810987188173,-0.7452204268621633,-0.026321725302631563,-0.026453364257125137,0.05656352144948339,0.056695160403976964
2018-06-13,AES,0.027654949384726235,0.04956026538808711,0.0022710768784199864,-0.011683988352599393,-0.3589354920771639,-1.3703428398940296,0.7819328207175004,-0.07705064878759153,0.10470559817231777,0.05037543548498786,-0.21490653450234726,-0.14350217855034345,0.004544987708951781,0.004665435073345031,0.10016061046336598,0.10004016309897273
2018-06-20,AES,-0.006145096523799243,-0.015232146193829066,-0.0029519965182024377,-0.0018167520706359255,-0.331310883454919,-0.8712415740048919,0.6251176906726614,0.012135195166463553,-0.018280291690262795,-0.01621017476823056,-0.3493994740225216,-0.30949756737493395,-0.010826010264125312,-0.007228984737518034,-0.007454281426137483,-0.011051306952744762
2018-06-27,AES,0.018886536242725516,0.023975305656851464,-0.023988041759915757,0.059460322529451416,-0.4087701266270781,-0.5808833401337697,0.5759872990017382,0.020321534940830978,-0.0014349986981054622,0.014169710789115062,-0.3540548233711024,-0.3312319157996805,0.005663826537832909,0.005017009657489892,-0.007098825235938371,-0.006452008355595354
2018-07-04,AES,0.028973568307520514,-0.017371655015594234,0.0057543788097411674,0.005610104363856776,-0.4744377674939965,-0.6525559655754761,0.6260360194820889,0.01484810451717315,0.014125463790347364,-0.014641560379785874,-0.3387762564920379,-0.31328525134994606,-0.005016854450659737,-0.004693460451005984,0.0191423182410071,0.018818924241353348
2018-07-11,AES,-0.03421578381306967,0.0015372543234368763,0.022000569158626693,-0.03198207930784233,-0.4825641829162376,-0.6889042606474598,0.6344727039985134,-0.02135077739105602,-0.012865006422013648,0.012153941003161743,-0.3044501442433888,-0.2694557332035572,0.004960213014665999,0.004586984923736629,-0.017825219436679647,-0.017451991345750276
2018-07-18,AES,0.024639054341156763,-0.023023712714673517,0.015170156753601116,-0.021687843177467046,-0.42304477487492353,-0.6834078630472984,0.6147799297855459,0.0024013355999068214,0.02223771874124994,-0.01660605716602903,-0.2728525817442826,-0.22759222121225509,-0.00370026909153823,-0.003274949084319725,0.02593798783278817,0.025512667825569664
2018-07-25,AES,-0.018393201945560156,0.05263137534733775,0.010496172322551622,0.005611698171581442,-0.25025296616305304,-0.5819743636520358,0.7897638200583617,-0.02619819499089565,0.007804993045335495,0.055258073604414835,-0.23485920181670122,-0.17424957251890746,0.004531005570344166,0.003779409435994233,0.003273987474991329,0.0040255836093412625
2018-08-01,AES,0.008123110735586803,0.0052238445222849705,-0.011091438148808086,-0.035272551989154126,-0.16310075196410886,-0.478361788224675,0.7578521856258532,-0.029230268224669904,0.03735337896025671,0.003414822619850968,-0.2425328394366252,-0.18867697449614412,-0.012977867060661395,-0.00962869570378761,0.050331246020918104,0.04698207466404432
2018-08-08,AES,-0.0009492673023107079,0.04572713460475586,0.016378607409111012,-0.001753435065534048,-0.17351236302094708,-0.3714838378624195,0.5649224502272107,-0.01797744629096196,0.017028178988651253,0.0485690254793031,0.0012675913418424072,0.12603520692776454,-0.0008282066261648707,-0.0006442984003544772,0.017856385614816124,0.01767247738900573
2018-08-15,AES,0.03589134612532008,-0.032974734259862415,-0.012891497007253894,0.06599324483660483,-0.1851654074861252,-0.014266860422902695,0.22751442147999437,0.015484860851755539,0.02040648527356454,-0.035361793556316745,0.006315871732365842,0.13318252593624927,6.156567617928788e-05,0.0061214071765638344,0.020344919597385252,0.014285078097000706
2018-08-22,AES,-0.000642789579489933,0.037064561551175546,0.015579184728634177,-0.040418327474284414,0.1251086941989939,-0.09893644171140457,0.3031076589060967,-0.015918140451096963,0.01527535087160703,0.03511547009309122,0.07667720966568846,0.20195115368686276,-0.00022334055232809752,-0.0047095729874664476,0.015498691423935127,0.019984923859073477
2018-08-29,AES,-0.027104479893139022,0.0014294485530363943,0.018555914974211385,-0.021308990247922134,0.3052881473075191,-0.004325675484541812,0.32657715163825474,-0.006965212670016041,-0.02013926722312298,-0.00423545235103645,0.09838881585152183,0.16753258260247073,0.002692556262837168,0.007091609697556297,-0.022831823485960148,-0.027230876920679277
2018-09-05,AES,-0.0062634801876017,-0.04282643950478793,-0.008405458878440908,0.01887282072383202,0.41492075488303254,-0.031490889766249586,0.3004384822169056,0.007018764298946087,-0.013282244486547787,-0.039338840161806936,0.11387725476927282,0.12073026111185418,-0.00041672114141402046,-0.0007095762708588428,-0.012865523345133766,-0.012572668215688945
2018-09-12,AES,-0.014075647031022487,-0.013422865730498668,0.0003115094066112878,-0.03426416397912021,0.4805835931826858,0.016082193828835068,0.30414295868464547,-0.010637073337881782,-0.003438573693140705,-0.013572572040438127,0.11896356759273635,0.1271677531373215,-0.0044797991234337906,-0.004749388444572448,0.0010412254302930857,0.0013108147514317428
2018-09-19,AES,-0.03293848242963582,0.027210791762734443,0.007263047894894958,-0.04038776178660668,0.49201935231533267,0.015118237102124668,0.31566445484375605,-0.012337601605123118,-0.0206008808245127,0.023637231641652986,0.1316169674413637,0.1303316216016887,-0.0016146415913399447,-0.0017259934906769477,-0.018986239233172754,-0.01887488733383575
2018-09-26,AES,0.10803015268922511,0.0014718903991908228,-9.501054534644116e-05,0.1275023861697314,0.5857559790166632,-0.07819014590967512,0.29364715440345807,0.03732562555331667,0.07070452713590844,0.0015275433941971345,0.16975769519237072,0.16831251493165206,0.0031110607473834127,0.0030806787300313803,0.06759346638852502,0.06762384840587705
2018-10-03,AES,-0.02147585203913438,0.06759734070904311,0.006347119099558318,-0.0020538793973444713,0.7340490109228374,0.03942908807969743,0.6101520990279304,0.0014121226753302278,-0.022887974714464607,0.06293824421180287,0.21479539800882935,0.29623393490837613,0.00025931224590523654,0.00025710467034455165,-0.023147286960369842,-0.02314507938480916
2018-10-10,AES,0.054494015996635836,0.017205596281171687,-0.0460032084173746,0.0783826560011497,0.8397654289192023,-0.15638265433620566,0.6036635664115252,0.04462609685057499,0.009867919146060847,0.05583750032944772,0.260147290794497,0.3221678597253591,0.013518845215451098,0.01864444373908669,-0.003650926069390251,-0.008776524593025845
2018-10-17,AES,-0.010854031778067208,0.02029785747469992,0.007725564385825168,0.011478836719847695,0.30319875811713076,-0.150539312217355,0.6237777906007287,0.004104617904045886,-0.014958649682113094,0.017955475947163797,0.33681883345402186,0.32524883772031116,0.014525974435442658,0.017989047973552205,-0.02948462411755575,-0.0329476976556653
2018-10-24,AES,0.04471800495127387,-0.02718832610799582,-0.053948662239788336,0.06140883527349275,0.5077963741643915,-0.14371429917251347,0.6443101260111467,0.04347368562554623,0.00124431932572764,0.0002066089683881167,0.23645785544200862,0.19178894730144533,0.006047742462635459,0.005839997682530029,-0.004803423136907819,-0.004595678356802389
2018-10-31,AES,-0.013682980258354016,0.0026601453170549405,0.02001306889290233,0.009423295279413546,0.5224286593541225,-0.121517450955813,0.6456724526527398,0.00576110809702937,-0.019444088355383388,-0.007795255434225717,0.22514376110800383,0.18390592142199516,4.885431358013983e-05,3.96253165501945e-05,-0.019492942668963526,-0.01948371367193358
2018-11-07,AES,-0.11416900659032192,0.069958812400845,0.03835513486868214,-0.0637694142455203,0.5312634366068956,-0.12811692412156808,0.6286734137226464,-0.049053043204818875,-0.06511596338550305,0.04958213163898796,0.21715602435076903,0.1787833722797632,-0.0017550531272591836,-0.0014335936333510955,-0.06336091025824386,-0.06368236975215195
2018-11-14,AES,0.06925292572926778,-0.02307687479147491,-0.0384681580759052,0.1173423141896363,0.8145860200846303,-0.2664523398432952,0.7155255302698085,0.09011030886808521,-0.020857383138817437,0.008258748995563135,0.231424031525458,0.21315928533966605,0.010767058585559106,0.00886446069923741,-0.03162444172437654,-0.029721843838054846
2018-11-21,AES,0.05385080007886578,-0.011154876937182756,-0.019171035605788034,0.07933777149023538,0.7345151956987416,-0.24296760402112227,0.6773200128730457,0.056447334129662755,-0.0025965340507969753,0.002926540032550185,0.16142777202930644,0.10188040918960042,0.0019112729879100477,0.0017604290336939226,-0.004507807038707023,-0.004356963084490898
2018-11-28,AES,-0.021576121495049616,0.029197146333326485,0.036072678286022564,-0.043252529982414,0.7437433141815772,-0.23862782447719813,0.6943768848768016,-0.0370008085426932,0.015424687047643583,0.0023683330334742445,0.067942876702793,0.03858169933638545,0.0004724248372091503,0.0002981570960259594,0.014952262210434433,0.015126529951617623
2018-12-05,AES,-0.005407128060763822,-0.0032238971818151496,-0.015769720292350686,0.03562042960293122,0.7016521298877093,-0.2534996843667089,0.6804588434649826,0.025055493249357273,-0.030462621310121094,0.007840960649046139,0.06719673265169264,0.04061052236776613,0.00016091135928449234,9.1374313025933e-05,-0.030623532669405585,-0.030553995623147027
2018-12-12,AES,0.0069882907983433995,0.027813826070963055,-0.017724238045188523,0.03366892535086642,0.6627425911602838,-0.2865945530539952,0.6745239045639168,0.014739203938608243,-0.007750913140264843,0.03956043351937298,0.006028129242781562,-0.005555300986428052,0.0005268869364663958,0.00031842550782286227,-0.00827780007673124,-0.008069338648087706
