rmse,mean,std,q01,q05,q95,q99,skew,kurtosis,n,model,oos_r2,rmse_delta_vs_boxcar,oos_r2_delta_vs_boxcar
0.0787256331948941,-0.00040635379777375947,0.07873085908597667,-0.1645025424973328,-0.07114050327726389,0.07403054747608541,0.16720592665089348,1.6550344543905842,216.6779977541916,6274.0,boxcar,-0.24157032784239152,0.0,0.0
0.08127519943586704,-0.00046262388227167505,0.0812803605952987,-0.16508623681013862,-0.0702214782974793,0.07392937689534622,0.16725287629045182,0.4218849821468989,229.9272415486568,6274.0,ew,-0.3232901744540526,0.002549566240972939,-0.0817198466116611
