date,tenor_y,rate
2009-03-23,5.0,0.004286422380855492
2009-03-24,5.0,0.004424368448417449
2009-03-25,5.0,0.004498452507578107
2009-03-26,5.0,0.004513252891536242
2009-03-27,5.0,0.00451238170420248
2009-03-30,5.0,0.004512464579902264
2009-03-31,5.0,0.004544025885295208
2009-04-01,5.0,0.004486003766237702
2009-04-02,5.0,0.004506598588163844
2009-04-03,5.0,0.004489293334436974
2009-04-06,5.0,0.004444051368110553
2009-04-07,5.0,0.004362828503416373
2009-04-08,5.0,0.004386485768495839
2009-04-09,5.0,0.004283172574475696
2009-04-14,5.0,0.004284129482312841
2009-04-15,5.0,0.004267122496464988
2009-04-16,5.0,0.004257401722804497
2009-04-17,5.0,0.004298805765725534
2009-04-20,5.0,0.004306678292822674
2009-04-21,5.0,0.0042945322904405754
2009-04-22,5.0,0.00425008178292153
2009-04-23,5.0,0.004090677212655534
2009-04-24,5.0,0.00401872160944334
2009-04-27,5.0,0.003979318394153925
2009-04-28,5.0,0.004020936745711572
2009-04-29,5.0,0.0039641527746397745
2009-04-30,5.0,0.003945448588073121
2009-05-01,5.0,0.004021035285953379
2009-05-05,5.0,0.004020670375986546
2009-05-06,5.0,0.004053217193361152
2009-05-07,5.0,0.004006378647975919
2009-05-08,5.0,0.003936164226035174
2009-05-11,5.0,0.004077501226731917
2009-05-12,5.0,0.004129843226924579
2009-05-13,5.0,0.004045964295228907
2009-05-14,5.0,0.00411922224377594
2009-05-15,5.0,0.004088070056534875
2009-05-18,5.0,0.004112347097290057
2009-05-19,5.0,0.004114438409958839
2009-05-20,5.0,0.004151405585689243
2009-05-21,5.0,0.004211375077641025
2009-05-22,5.0,0.0042332822805738616
2009-05-26,5.0,0.004207468193536423
2009-05-27,5.0,0.004208140511319949
2009-05-28,5.0,0.004290875635124114
2009-05-29,5.0,0.004207562414034857
2009-06-01,5.0,0.004219467148416053
2009-06-02,5.0,0.0043214273782623104
2009-06-03,5.0,0.004242928933112386
2009-06-04,5.0,0.004229002087985165
2009-06-05,5.0,0.004264489865624551
2009-06-08,5.0,0.00431786697399147
2009-06-09,5.0,0.004322313222205332
2009-06-10,5.0,0.004311852648141108
2009-06-11,5.0,0.004341169954441543
2009-06-12,5.0,0.004336312005100199
2009-06-15,5.0,0.004287303614418049
2009-06-16,5.0,0.004301823738950325
2009-06-17,5.0,0.004346575990956511
2009-06-18,5.0,0.004367922011631742
2009-06-19,5.0,0.0042809452916851235
2009-06-22,5.0,0.004311873269697622
2009-06-23,5.0,0.004293888562328686
2009-06-24,5.0,0.004273958783409388
2009-06-25,5.0,0.004173956730308619
2009-06-26,5.0,0.0041645634130567785
2009-06-29,5.0,0.004138362927519558
2009-06-30,5.0,0.004143155452064266
2009-07-01,5.0,0.00405503122709264
2009-07-02,5.0,0.0039972211914504055
2009-07-03,5.0,0.004075160190647563
2009-07-06,5.0,0.004087918289330642
2009-07-07,5.0,0.004120179949217689
2009-07-08,5.0,0.004068863882507141
2009-07-09,5.0,0.0041764672591696
2009-07-10,5.0,0.004209788179802788
2009-07-13,5.0,0.004239961880313337
2009-07-14,5.0,0.00419401583637157
2009-07-15,5.0,0.004213945256927309
2009-07-16,5.0,0.004207335288356735
2009-07-17,5.0,0.004209486252906559
2009-07-20,5.0,0.004217452500179113
2009-07-21,5.0,0.004203633135372197
2009-07-22,5.0,0.004221103860273991
2009-07-23,5.0,0.004172761355079738
2009-07-24,5.0,0.004218810837412618
2009-07-27,5.0,0.004208475472981287
2009-07-28,5.0,0.004212023012801604
2009-07-29,5.0,0.004167662135821178
2009-07-30,5.0,0.004209778522777018
2009-07-31,5.0,0.004185461890112863
2009-08-03,5.0,0.004197892822914489
2009-08-04,5.0,0.0041732988477897635
2009-08-05,5.0,0.004161378970072885
2009-08-06,5.0,0.00433109356486911
2009-08-07,5.0,0.004311411648600177
2009-08-10,5.0,0.004263407985896689
2009-08-11,5.0,0.004280166991123645
2009-08-12,5.0,0.004219680243739697
2009-08-13,5.0,0.004134754852025714
2009-08-14,5.0,0.004143991635726931
2009-08-17,5.0,0.0040729272875964125
2009-08-18,5.0,0.004045768626938033
2009-08-19,5.0,0.004029210142304597
2009-08-20,5.0,0.003993866627819863
2009-08-21,5.0,0.0039773050757975405
2009-08-24,5.0,0.003879840193176448
2009-08-25,5.0,0.003881660197793652
2009-08-26,5.0,0.00384474419654179
2009-08-27,5.0,0.003747664699711866
2009-08-28,5.0,0.0037389292058147
2009-09-01,5.0,0.00378051575567252
2009-09-02,5.0,0.003717710895361756
2009-09-03,5.0,0.003669638416971228
2009-09-04,5.0,0.003695273163162348
2009-09-07,5.0,0.003506076242469704
2009-09-08,5.0,0.003531574864029266
2009-09-09,5.0,0.0037276847955029693
2009-09-10,5.0,0.004106277361805747
2009-09-11,5.0,0.004099433740746017
2009-09-14,5.0,0.004104115934556744
2009-09-15,5.0,0.003959468344273385
2009-09-16,5.0,0.0038443235927607348
2009-09-17,5.0,0.003873934895426009
2009-09-18,5.0,0.003821222943824968
2009-09-21,5.0,0.0037714252861258428
2009-09-22,5.0,0.003739102284050359
2009-09-23,5.0,0.003900686380647833
2009-09-24,5.0,0.003861808210785148
2009-09-25,5.0,0.0037792546381062706
2009-09-28,5.0,0.0036373030801640787
2009-09-29,5.0,0.004025054606857474
2009-09-30,5.0,0.004066520876816143
2009-10-01,5.0,0.004028847949977198
2009-10-02,5.0,0.003962891897516927
2009-10-05,5.0,0.004155599752765713
2009-10-06,5.0,0.004171247039169697
2009-10-07,5.0,0.004120316582714712
2009-10-08,5.0,0.00419218497174312
2009-10-09,5.0,0.0041991932206393275
2009-10-12,5.0,0.0041638216943830205
2009-10-13,5.0,0.004171783613575785
2009-10-14,5.0,0.004222488201131591
2009-10-15,5.0,0.004218344154871382
2009-10-16,5.0,0.004242592497379105
2009-10-19,5.0,0.004197896393823577
2009-10-20,5.0,0.004301066352069438
2009-10-21,5.0,0.004382949582762726
2009-10-22,5.0,0.0043559953856366525
2009-10-23,5.0,0.004242939219356669
2009-10-26,5.0,0.00423190310709799
2009-10-27,5.0,0.004157211161597769
2009-10-28,5.0,0.004155456523693656
2009-10-29,5.0,0.004105190386109665
2009-10-30,5.0,0.0041055664677904094
2009-11-02,5.0,0.004069783935262668
2009-11-03,5.0,0.003967001280089393
2009-11-04,5.0,0.004007287651928122
2009-11-05,5.0,0.004204705733456302
2009-11-06,5.0,0.004393450783619091
2009-11-09,5.0,0.004395240171761727
2009-11-10,5.0,0.004412829345673706
2009-11-11,5.0,0.004423888550226784
2009-11-12,5.0,0.0044276805003391154
2009-11-13,5.0,0.004393478250357838
2009-11-16,5.0,0.004408932112762009
2009-11-17,5.0,0.004418416563666064
2009-11-18,5.0,0.004353402370044994
2009-11-19,5.0,0.004420828200047783
2009-11-20,5.0,0.004391800432950281
2009-11-23,5.0,0.0044082307510576015
2009-11-24,5.0,0.004447531206004221
2009-11-25,5.0,0.004434613468287469
2009-11-26,5.0,0.004434879182854075
2009-11-27,5.0,0.004464658085074547
2009-11-30,5.0,0.004372609501239469
2009-12-01,5.0,0.004414140454215042
2009-12-02,5.0,0.00439718460377144
2009-12-03,5.0,0.0044099957212672255
2009-12-04,5.0,0.004362424077912602
2009-12-07,5.0,0.004412599519868336
2009-12-08,5.0,0.004429536633224893
2009-12-09,5.0,0.004366560749169023
2009-12-10,5.0,0.004411777210061294
2009-12-11,5.0,0.00444394467314817
2009-12-14,5.0,0.004441698474601984
2009-12-15,5.0,0.00443552995465508
2009-12-16,5.0,0.004429994417145736
2009-12-17,5.0,0.004444225096097886
2009-12-18,5.0,0.004445756515835472
2009-12-21,5.0,0.0044844728058157975
2009-12-22,5.0,0.004459623216873522
2009-12-23,5.0,0.004478062557975447
2009-12-24,5.0,0.004463558936731762
2009-12-29,5.0,0.00447771849091897
2009-12-30,5.0,0.004495954750769466
2009-12-31,5.0,0.004450640695317094
2010-01-04,5.0,0.0045157548277924295
2010-01-05,5.0,0.004473635106349594
2010-01-06,5.0,0.0044669469368066525
2010-01-07,5.0,0.004431870767004109
2010-01-08,5.0,0.00446733415286232
2010-01-11,5.0,0.004464845042437764
2010-01-12,5.0,0.004434634816705355
2010-01-13,5.0,0.004457849781598807
2010-01-14,5.0,0.004470191442694767
2010-01-15,5.0,0.004441591668122849
2010-01-18,5.0,0.00447149715257241
2010-01-19,5.0,0.004485673126332873
2010-01-20,5.0,0.004463577983130942
2010-01-21,5.0,0.0044423569465425914
2010-01-22,5.0,0.004449225993899828
2010-01-25,5.0,0.004394655088045173
2010-01-26,5.0,0.00440419927001011
2010-01-27,5.0,0.004418780634640437
2010-01-28,5.0,0.004439759286478151
2010-01-29,5.0,0.004438738210148931
2010-02-01,5.0,0.00446415682035977
2010-02-02,5.0,0.004439817090851052
2010-02-03,5.0,0.004399297996025283
2010-02-04,5.0,0.004506373765064552
2010-02-05,5.0,0.004511035674742742
2010-02-08,5.0,0.004586982955398389
2010-02-09,5.0,0.004556013741042499
2010-02-10,5.0,0.0045701067525681476
2010-02-11,5.0,0.004583686753955607
2010-02-12,5.0,0.004632429901753615
2010-02-15,5.0,0.004640085210925485
2010-02-16,5.0,0.004649883153397236
2010-02-17,5.0,0.004620605847818543
2010-02-18,5.0,0.004647385026705381
2010-02-19,5.0,0.004635097212749158
2010-02-22,5.0,0.004619119864717384
2010-02-23,5.0,0.004636837001149467
2010-02-24,5.0,0.004653477136020746
2010-02-25,5.0,0.004655775149202637
2010-02-26,5.0,0.004598367587187736
2010-03-01,5.0,0.004628042141607713
2010-03-02,5.0,0.004657088810409278
2010-03-03,5.0,0.004640220438279572
2010-03-04,5.0,0.004620426802086113
2010-03-05,5.0,0.004723842729373521
2010-03-08,5.0,0.004723753875617902
2010-03-09,5.0,0.004717439988244413
2010-03-10,5.0,0.00472926785654996
2010-03-11,5.0,0.00473450846851407
2010-03-12,5.0,0.004730855315470261
2010-03-15,5.0,0.004708873899671771
2010-03-16,5.0,0.004718156376414701
2010-03-17,5.0,0.004693959338855606
2010-03-18,5.0,0.004732462426638532
2010-03-19,5.0,0.004753833347775661
2010-03-22,5.0,0.00470559359931264
2010-03-23,5.0,0.004736363657183279
2010-03-24,5.0,0.004724757554571247
2010-03-25,5.0,0.004728608791844618
2010-03-26,5.0,0.004722434810544472
2010-03-29,5.0,0.004739221269543179
2010-03-30,5.0,0.00472432079425631
2010-03-31,5.0,0.004733440051860956
2010-04-01,5.0,0.004720441744539677
2010-04-06,5.0,0.004748864545989076
2010-04-07,5.0,0.004743455219983889
2010-04-08,5.0,0.004746464408817962
2010-04-09,5.0,0.004740647744435214
2010-04-12,5.0,0.004744903162481332
2010-04-13,5.0,0.004739411933970383
2010-04-14,5.0,0.004733137472927548
2010-04-15,5.0,0.004732947345652713
2010-04-16,5.0,0.00474255529120802
2010-04-19,5.0,0.004774054427449601
2010-04-20,5.0,0.004749543530661146
2010-04-21,5.0,0.004757723402011738
2010-04-22,5.0,0.004747488875243675
2010-04-23,5.0,0.0047464563349952785
2010-04-26,5.0,0.00474431670029793
2010-04-27,5.0,0.004779586856333448
2010-04-28,5.0,0.004789330033059733
2010-04-29,5.0,0.0047862704162629326
2010-04-30,5.0,0.004808367514518233
2010-05-04,5.0,0.004772664596488792
2010-05-05,5.0,0.0047807091820985855
2010-05-06,5.0,0.004791342831097919
2010-05-07,5.0,0.0047653715069447995
2010-05-10,5.0,0.004798408898509625
2010-05-11,5.0,0.0048337503546325
2010-05-12,5.0,0.004829611959356561
2010-05-13,5.0,0.004793189589202998
2010-05-14,5.0,0.00482887221739546
2010-05-17,5.0,0.004790448683708085
2010-05-18,5.0,0.0047958086309534236
2010-05-19,5.0,0.004814692591269984
2010-05-20,5.0,0.004804960310801206
2010-05-21,5.0,0.004825743307900936
2010-05-24,5.0,0.004829697074301073
2010-05-25,5.0,0.004837114325359371
2010-05-26,5.0,0.004844608530703463
2010-05-27,5.0,0.0047989022142878425
2010-05-28,5.0,0.004848998647018687
2010-06-01,5.0,0.004832419476561876
2010-06-02,5.0,0.004846228495934079
2010-06-03,5.0,0.004867908740533744
2010-06-04,5.0,0.004830302839586075
2010-06-07,5.0,0.004828733191623963
2010-06-08,5.0,0.004834316645981968
2010-06-09,5.0,0.004830640718577408
2010-06-10,5.0,0.004830377814209046
2010-06-11,5.0,0.0048371336827869186
2010-06-14,5.0,0.004850228278758904
2010-06-15,5.0,0.004841859951345411
2010-06-16,5.0,0.004843547248971278
2010-06-17,5.0,0.004842636574339152
2010-06-18,5.0,0.004833333826129555
2010-06-21,5.0,0.004839786361486926
2010-06-22,5.0,0.004842448985037929
2010-06-23,5.0,0.004861286482362903
2010-06-24,5.0,0.004871221384329186
2010-06-25,5.0,0.004821004913731681
2010-06-28,5.0,0.004874554770243444
2010-06-29,5.0,0.004864889799396664
2010-06-30,5.0,0.00483835861122284
2010-07-01,5.0,0.004875053293601598
2010-07-02,5.0,0.004899084208442915
2010-07-05,5.0,0.004886975370921144
2010-07-06,5.0,0.00490286848662922
2010-07-07,5.0,0.004966122518919357
2010-07-08,5.0,0.004925085248514922
2010-07-09,5.0,0.00495179525217146
2010-07-12,5.0,0.004945223768910021
2010-07-13,5.0,0.004962454194133896
2010-07-14,5.0,0.004958782547898601
2010-07-15,5.0,0.004984889260830245
2010-07-16,5.0,0.004972317798367448
2010-07-19,5.0,0.004981478055369287
2010-07-20,5.0,0.004957885996527682
2010-07-21,5.0,0.004950353882544918
2010-07-22,5.0,0.004909655724434447
2010-07-23,5.0,0.00498201138683754
2010-07-26,5.0,0.004938582828180633
2010-07-27,5.0,0.0049955177473901815
2010-07-28,5.0,0.004954646880987684
2010-07-29,5.0,0.004991925845808593
2010-07-30,5.0,0.0049416232820135445
2010-08-02,5.0,0.004905501265258816
2010-08-03,5.0,0.004889326484401184
2010-08-04,5.0,0.0048774144429511975
2010-08-05,5.0,0.00490954405535165
2010-08-06,5.0,0.0049023375366265606
2010-08-09,5.0,0.004889549539359931
2010-08-10,5.0,0.004905526170356484
2010-08-11,5.0,0.0049028693821367405
2010-08-12,5.0,0.00488482958305567
2010-08-13,5.0,0.0048763969781695175
2010-08-16,5.0,0.004895281932521955
2010-08-17,5.0,0.00489944271226315
2010-08-18,5.0,0.004891747525102502
2010-08-19,5.0,0.004898121863826057
2010-08-20,5.0,0.004904928715253152
2010-08-23,5.0,0.004915174497151884
2010-08-24,5.0,0.004900369973594551
2010-08-25,5.0,0.004899483243981196
2010-08-26,5.0,0.004914101371845646
2010-08-27,5.0,0.004901742048245978
2010-08-31,5.0,0.004903427649963657
2010-09-01,5.0,0.004891452445700672
2010-09-02,5.0,0.004916141734051651
2010-09-03,5.0,0.004908108607454205
2010-09-06,5.0,0.004939663363970138
2010-09-07,5.0,0.004926748573874121
2010-09-08,5.0,0.004905887708322087
2010-09-09,5.0,0.00492262405654475
2010-09-10,5.0,0.004904763426115662
2010-09-13,5.0,0.004946668333966103
2010-09-14,5.0,0.004936775276063321
2010-09-15,5.0,0.004945021435940877
2010-09-16,5.0,0.004954213861638069
2010-09-17,5.0,0.004989100484126941
2010-09-20,5.0,0.0050072160990838645
2010-09-21,5.0,0.004999910164295013
2010-09-22,5.0,0.005002827242235802
2010-09-23,5.0,0.004995697986531986
2010-09-24,5.0,0.005010065620114044
2010-09-27,5.0,0.005001387541794545
2010-09-28,5.0,0.004998086678975819
2010-09-29,5.0,0.004992862472396929
2010-09-30,5.0,0.005019834725634689
2010-10-01,5.0,0.005089732006373673
2010-10-04,5.0,0.005125188490638058
2010-10-05,5.0,0.005104779172986887
2010-10-06,5.0,0.005047105911665084
2010-10-07,5.0,0.00505652254654187
2010-10-08,5.0,0.005050845593140372
2010-10-11,5.0,0.0050605982887348255
2010-10-12,5.0,0.005059335905877782
2010-10-13,5.0,0.00505674014196679
2010-10-14,5.0,0.005028919215149666
2010-10-15,5.0,0.0050632036829697516
2010-10-18,5.0,0.005054215699775081
2010-10-19,5.0,0.0050444100122954295
2010-10-20,5.0,0.005023498933024958
2010-10-21,5.0,0.005038204686895444
2010-10-22,5.0,0.005022587987131803
2010-10-25,5.0,0.004992599331383214
2010-10-26,5.0,0.0050195908245651176
2010-10-27,5.0,0.005031431345929344
2010-10-28,5.0,0.004989459197069342
2010-10-29,5.0,0.0050207195904496855
2010-11-01,5.0,0.00500390949728858
2010-11-02,5.0,0.005009246879482477
2010-11-03,5.0,0.0049951665046636924
2010-11-04,5.0,0.005045571906594074
2010-11-05,5.0,0.005050921816812026
2010-11-08,5.0,0.0050470236752584476
2010-11-09,5.0,0.005088611823918521
2010-11-10,5.0,0.005058774041151059
2010-11-11,5.0,0.005066576651264368
2010-11-12,5.0,0.005056547905290665
2010-11-15,5.0,0.005046133666018114
2010-11-16,5.0,0.00504237616101388
2010-11-17,5.0,0.005054975108102695
2010-11-18,5.0,0.005064738285053295
2010-11-19,5.0,0.005069473235043773
2010-11-22,5.0,0.005053297421150254
2010-11-23,5.0,0.005034771429347389
2010-11-24,5.0,0.005056785052356521
2010-11-25,5.0,0.00505028683276953
2010-11-26,5.0,0.005077750923213318
2010-11-29,5.0,0.005028077082438305
2010-11-30,5.0,0.005054982069739688
2010-12-01,5.0,0.005076113312866718
2010-12-02,5.0,0.005095859027801618
2010-12-03,5.0,0.005099440202001061
2010-12-06,5.0,0.005098384024684054
2010-12-07,5.0,0.005099909732420357
2010-12-08,5.0,0.005102143586165314
2010-12-09,5.0,0.005139330672180723
2010-12-10,5.0,0.005140407847803151
2010-12-13,5.0,0.005159934268680881
2010-12-14,5.0,0.005154614255617735
2010-12-15,5.0,0.005157073143175924
2010-12-16,5.0,0.00518043546587366
2010-12-17,5.0,0.005168916427376443
2010-12-20,5.0,0.005167901856790894
2010-12-21,5.0,0.005153946607135132
2010-12-22,5.0,0.005167003156194478
2010-12-23,5.0,0.0051629729873341875
2010-12-24,5.0,0.005158409849789796
2010-12-29,5.0,0.005166115320995308
2010-12-30,5.0,0.005180693316768665
2010-12-31,5.0,0.005166278831818964
2011-01-04,5.0,0.005187170540085183
2011-01-05,5.0,0.005202046637745383
2011-01-06,5.0,0.0051976490060753385
2011-01-07,5.0,0.0051830226997004345
2011-01-10,5.0,0.005209195595813928
2011-01-11,5.0,0.00521736677942434
2011-01-12,5.0,0.005261870934203518
2011-01-13,5.0,0.005155251211829235
2011-01-14,5.0,0.005187055725536057
2011-01-17,5.0,0.005222708644244802
2011-01-18,5.0,0.005186513596119245
2011-01-19,5.0,0.005190837120508808
2011-01-20,5.0,0.005244183065049082
2011-01-21,5.0,0.005194073589193756
2011-01-24,5.0,0.005182018113962565
2011-01-25,5.0,0.005108620295063774
2011-01-26,5.0,0.005163892923360555
2011-01-27,5.0,0.005157254487948929
2011-01-28,5.0,0.005153298449783588
2011-01-31,5.0,0.00521429494691954
2011-02-01,5.0,0.005224899631997063
2011-02-02,5.0,0.005388633880681967
2011-02-03,5.0,0.005447974476818308
2011-02-04,5.0,0.005492937691457391
2011-02-07,5.0,0.005627694109313946
2011-02-08,5.0,0.005526413603900363
2011-02-09,5.0,0.005531502316360765
2011-02-10,5.0,0.005111865462330486
2011-02-11,5.0,0.00516725534746072
2011-02-14,5.0,0.00514479908679188
2011-02-15,5.0,0.005243121356807283
2011-02-16,5.0,0.005170691804473203
2011-02-17,5.0,0.005154097052961053
2011-02-18,5.0,0.0052366553231092735
2011-02-21,5.0,0.005299452178790551
2011-02-22,5.0,0.005319958741445347
2011-02-23,5.0,0.005271188221344286
2011-02-24,5.0,0.0052730242104609415
2011-02-25,5.0,0.00521069955285726
2011-02-28,5.0,0.005215662736789908
2011-03-01,5.0,0.005204027493428247
2011-03-02,5.0,0.005173886601893124
2011-03-03,5.0,0.005273102034379184
2011-03-04,5.0,0.005275346819942239
2011-03-07,5.0,0.005309329038125015
2011-03-08,5.0,0.0053382669562978095
2011-03-09,5.0,0.005351142200460474
2011-03-10,5.0,0.005161259447016096
2011-03-11,5.0,0.005156916221948373
2011-03-14,5.0,0.00506261893932527
2011-03-15,5.0,0.0052185465320267535
2011-03-16,5.0,0.005211798632439143
2011-03-17,5.0,0.005293690039980912
2011-03-18,5.0,0.0052380067449565694
2011-03-21,5.0,0.005287093232850526
2011-03-22,5.0,0.005305787319950512
2011-03-23,5.0,0.005303855180450826
2011-03-24,5.0,0.005207294175393391
2011-03-25,5.0,0.005288572713600945
2011-03-28,5.0,0.005321904307272403
2011-03-29,5.0,0.005212873965766812
2011-03-30,5.0,0.005363775579030465
2011-03-31,5.0,0.0053772553124410314
2011-04-01,5.0,0.005395834066308733
2011-04-04,5.0,0.005436715146946127
2011-04-05,5.0,0.005530046385670767
2011-04-06,5.0,0.005475608320686834
2011-04-07,5.0,0.005341847463276746
2011-04-08,5.0,0.00530283400517047
2011-04-11,5.0,0.00537540114067352
2011-04-12,5.0,0.005253701676152204
2011-04-13,5.0,0.00526691074915412
2011-04-14,5.0,0.00527179917751947
2011-04-15,5.0,0.005277750571233863
2011-04-18,5.0,0.005289368988501625
2011-04-19,5.0,0.0053014739673373865
2011-04-20,5.0,0.005288173786963863
2011-04-21,5.0,0.005284884871181742
2011-04-26,5.0,0.005358620124825858
2011-04-27,5.0,0.005409089889206289
2011-04-28,5.0,0.005396517096099565
2011-05-03,5.0,0.005380991166597447
2011-05-04,5.0,0.0054104270705319195
2011-05-05,5.0,0.005278305992600129
2011-05-06,5.0,0.005192687523268692
2011-05-09,5.0,0.0051716112244448685
2011-05-10,5.0,0.005256605229437213
2011-05-11,5.0,0.005177867765237174
2011-05-12,5.0,0.005208698360451264
2011-05-13,5.0,0.0052466257594582935
2011-05-16,5.0,0.005106748124536103
2011-05-17,5.0,0.00523198037793934
2011-05-18,5.0,0.005237850483351889
2011-05-19,5.0,0.005199384665954028
2011-05-20,5.0,0.0052249126278091215
2011-05-23,5.0,0.005233663621527563
2011-05-24,5.0,0.005248578616388957
2011-05-25,5.0,0.00522202690578951
2011-05-26,5.0,0.005228347988447997
2011-05-27,5.0,0.0052412011165127925
2011-05-31,5.0,0.005235446684229809
2011-06-01,5.0,0.005240455202473838
2011-06-02,5.0,0.005242696438551505
2011-06-03,5.0,0.005200792036177457
2011-06-06,5.0,0.005230286524661064
2011-06-07,5.0,0.005165783979844024
2011-06-08,5.0,0.005240498510774013
2011-06-09,5.0,0.005186377259039366
2011-06-10,5.0,0.005224266827365643
2011-06-13,5.0,0.005176222165758325
2011-06-14,5.0,0.0052487582979039325
2011-06-15,5.0,0.005245611881306096
2011-06-16,5.0,0.005236435085505667
2011-06-17,5.0,0.005234179885084415
2011-06-20,5.0,0.00524065321273533
2011-06-21,5.0,0.005215134834372457
2011-06-22,5.0,0.005243244897221724
2011-06-23,5.0,0.005231331632727297
2011-06-24,5.0,0.0052252419075238124
2011-06-27,5.0,0.005235437348079728
2011-06-28,5.0,0.005241983874984142
2011-06-29,5.0,0.005254314311094857
2011-06-30,5.0,0.005312326670018431
2011-07-01,5.0,0.005286659405342602
2011-07-04,5.0,0.005260615898706315
2011-07-05,5.0,0.005231753206885855
2011-07-06,5.0,0.0051960754138502055
2011-07-07,5.0,0.005236788039962321
2011-07-08,5.0,0.00521044253117258
2011-07-11,5.0,0.005205900111096543
2011-07-12,5.0,0.005206469464224512
2011-07-13,5.0,0.005205675487479301
2011-07-14,5.0,0.005222604278882281
2011-07-15,5.0,0.005242035747484159
2011-07-18,5.0,0.005262535659927774
2011-07-19,5.0,0.005255994797542432
2011-07-20,5.0,0.005255836427333402
2011-07-21,5.0,0.005258041923747249
2011-07-22,5.0,0.005253127563691614
2011-07-25,5.0,0.005219033557449704
2011-07-26,5.0,0.005285751273692753
2011-07-27,5.0,0.005223856045950702
2011-07-28,5.0,0.0052422662106360995
2011-07-29,5.0,0.005220758472941681
2011-08-01,5.0,0.005229606556360917
2011-08-02,5.0,0.0052570938900734394
2011-08-03,5.0,0.005240703181896183
2011-08-04,5.0,0.005222421469763022
2011-08-05,5.0,0.005133275456245666
2011-08-08,5.0,0.005081045531395683
2011-08-09,5.0,0.005059028549507602
2011-08-10,5.0,0.005099091236087856
2011-08-11,5.0,0.005107815311518986
2011-08-12,5.0,0.005134603043822612
2011-08-15,5.0,0.005166764362773345
2011-08-16,5.0,0.00519390704089296
2011-08-17,5.0,0.005239723424506833
2011-08-18,5.0,0.005233212556814077
2011-08-19,5.0,0.00525268388786925
2011-08-22,5.0,0.005217998301401158
2011-08-23,5.0,0.005219541857722849
2011-08-24,5.0,0.005272562612406022
2011-08-25,5.0,0.0052709998117792065
2011-08-26,5.0,0.005274331693937542
2011-08-30,5.0,0.005301211635712932
2011-08-31,5.0,0.005296969408213408
2011-09-01,5.0,0.005301698797809886
2011-09-02,5.0,0.005349263274044938
2011-09-05,5.0,0.0052795714636881385
2011-09-06,5.0,0.0052599808547107085
2011-09-07,5.0,0.0052639099313868285
2011-09-08,5.0,0.0053411635026380366
2011-09-09,5.0,0.0053379943394947236
2011-09-12,5.0,0.005330161560285925
2011-09-13,5.0,0.005299870358830112
2011-09-14,5.0,0.005318599307260572
2011-09-15,5.0,0.00528509992929038
2011-09-16,5.0,0.005352050336995361
2011-09-19,5.0,0.005325681866852405
2011-09-20,5.0,0.005334131696937737
2011-09-21,5.0,0.005331264091413383
2011-09-22,5.0,0.005376034682380637
2011-09-23,5.0,0.005372352705881588
2011-09-26,5.0,0.005347983437965034
2011-09-27,5.0,0.00539473749790659
2011-09-28,5.0,0.005366196761391223
2011-09-29,5.0,0.005476791123284952
2011-09-30,5.0,0.005432856456938535
2011-10-03,5.0,0.005334926166750781
