date,next_date,ccy,available,active,reason_unavailable,s5_lend,s5_fund,spread,ret_equity,ret_notional,pnl_usd,lend_pnl_usd,lend_pnl_rates,lend_pnl_fx,debt_cost_usd,debt_cost_interest,debt_cost_fx
2019-02-27,2019-03-06,NGN,0,0,entry_par_check_failed,0.14381,0.010480469919146971,0.13332953008085302,,,0.0,,,,,,
2019-02-27,2019-03-06,PKR,0,0,missing_curve,,0.010480469919146971,,,,0.0,,,,,,
2019-02-27,2019-03-06,TRY,0,0,no_1y_5y_coverage,,0.010480469919146971,,,,0.0,,,,,,
2019-02-27,2019-03-06,ZAR,0,0,no_1y_5y_coverage,,0.010480469919146971,,,,0.0,,,,,,
2019-03-06,2019-03-13,BRL,1,1,,0.07827944444444446,0.010233505009755325,0.06804593943468913,0.03006228472066205,0.00601245694413241,60124.5694413241,38858.21448563598,137555.9184771739,-98697.70399153791,-21266.35495568812,1856.3076923079789,-23122.662647996098
2019-03-06,2019-03-13,NGN,0,0,entry_par_check_failed,0.14272785714285713,0.010233505009755325,0.1324943521331018,,,0.0,,,,,,
2019-03-06,2019-03-13,PKR,0,0,missing_curve,,0.010233505009755325,,,,0.0,,,,,,
2019-03-06,2019-03-13,TRY,0,0,no_1y_5y_coverage,,0.010233505009755325,,,,0.0,,,,,,
2019-03-06,2019-03-13,ZAR,0,0,no_1y_5y_coverage,,0.010233505009755325,,,,0.0,,,,,,
2019-03-13,2019-03-20,BRL,1,1,,0.07537222222222223,0.009941387492287623,0.0654308347299346,0.010181351003643126,0.002036270200728625,20362.70200728625,118021.61587602273,55345.867310324684,62675.74856569804,97658.91386873648,1854.6153846150264,95804.29848412145
2019-03-13,2019-03-20,NGN,1,1,,0.14321535714285713,0.009941387492287623,0.1332739696505695,-0.0631405405143518,-0.01262810810287036,-126281.0810287036,-28622.167159967124,9336.063496597111,-37958.230656564236,97658.91386873648,1854.6153846150264,95804.29848412145
2019-03-13,2019-03-20,PKR,0,0,missing_curve,,0.009941387492287623,,,,0.0,,,,,,
2019-03-13,2019-03-20,TRY,0,0,no_1y_5y_coverage,,0.009941387492287623,,,,0.0,,,,,,
2019-03-13,2019-03-20,ZAR,0,0,no_1y_5y_coverage,,0.009941387492287623,,,,0.0,,,,,,
2019-03-20,2019-03-27,BRL,1,1,,0.07443422222222222,0.009464991812284267,0.06496923040993796,-0.17545910852596677,-0.03509182170519335,-350918.2170519335,-392853.3193670381,-170884.6993344687,-221968.6200325694,-41935.10231510457,1854.4615384628996,-43789.563853567466
2019-03-20,2019-03-27,NGN,1,1,,0.14370285714285713,0.009464991812284267,0.13423786533057286,0.043101479083951094,0.008620295816790219,86202.9581679022,44267.85585279763,9235.531492572278,35032.32436022535,-41935.10231510457,1854.4615384628996,-43789.563853567466
2019-03-20,2019-03-27,PKR,0,0,missing_curve,,0.009464991812284267,,,,0.0,,,,,,
2019-03-20,2019-03-27,TRY,0,0,no_1y_5y_coverage,,0.009464991812284267,,,,0.0,,,,,,
2019-03-20,2019-03-27,ZAR,0,0,no_1y_5y_coverage,,0.009464991812284267,,,,0.0,,,,,,
2019-03-27,2019-04-03,BRL,1,1,,0.07896744444444445,0.00813074972723696,0.0708366947172075,0.10357312359811692,0.020714624719623383,207146.24719623383,183908.26538524404,123096.65896671452,60811.606418529525,-23237.98181098979,1853.384615385905,-25091.366426375695
2019-03-27,2019-04-03,NGN,1,1,,0.14419035714285713,0.00813074972723696,0.13605960741562018,0.03515356920799008,0.007030713841598015,70307.13841598015,47069.15660499036,30324.0413439814,16745.115261008963,-23237.98181098979,1853.384615385905,-25091.366426375695
2019-03-27,2019-04-03,PKR,0,0,missing_curve,,0.00813074972723696,,,,0.0,,,,,,
