date,next_date,ccy,available,active,reason_unavailable,s5_lend,s5_fund,spread,ret_equity,ret_notional,pnl_usd,lend_pnl_usd,lend_pnl_rates,lend_pnl_fx,debt_cost_usd,debt_cost_interest,debt_cost_fx
2020-05-06,2020-05-13,PKR,0,0,no_1y_5y_coverage,,0.0012551208882453052,,,,0.0,,,,,,
2020-05-06,2020-05-13,TRY,1,1,,0.11259999999999999,0.0012551208882453052,0.11134487911175468,0.12636572144470828,0.02527314428894166,252731.4428894166,147439.9648684021,14882.946973014623,132557.0178953875,-105291.47802101448,871.9999999990687,-106163.47802101355
2020-05-06,2020-05-13,ZAR,0,0,no_1y_5y_coverage,,0.0012551208882453052,,,,0.0,,,,,,
2020-05-13,2020-05-20,BRL,1,1,,0.067099,0.0006613624652807616,0.06643763753471925,0.20623400149567891,0.04124680029913578,412468.0029913578,407054.56651572697,177916.19680004567,229138.3697156813,-5413.43647563085,874.4615384619683,-6287.898014092818
2020-05-13,2020-05-20,NGN,0,0,no_1y_5y_coverage,,0.0006613624652807616,,,,0.0,,,,,,
2020-05-13,2020-05-20,PKR,0,0,no_1y_5y_coverage,,0.0006613624652807616,,,,0.0,,,,,,
2020-05-13,2020-05-20,TRY,1,1,,0.11288942307692307,0.0006613624652807616,0.11222806061164231,0.16052839055757318,0.032105678111514636,321056.78111514635,315643.3446395155,14902.663435619324,300740.6812038962,-5413.43647563085,874.4615384619683,-6287.898014092818
2020-05-13,2020-05-20,ZAR,0,0,no_1y_5y_coverage,,0.0006613624652807616,,,,0.0,,,,,,
2020-05-20,2020-05-27,BRL,1,1,,0.063509,0.0007115849263747934,0.0627974150736252,0.5048773167642909,0.10097546335285819,1009754.6335285818,1044982.3521774169,258932.48942263983,786049.8627547771,35227.718648835085,875.0769230769947,34352.64172575809
2020-05-20,2020-05-27,NGN,0,0,no_1y_5y_coverage,,0.0007115849263747934,,,,0.0,,,,,,
2020-05-20,2020-05-27,PKR,0,0,no_1y_5y_coverage,,0.0007115849263747934,,,,0.0,,,,,,
2020-05-20,2020-05-27,TRY,1,1,,0.11317884615384614,0.0007115849263747934,0.11246726122747135,0.006287778327395674,0.0012575556654791347,12575.556654791348,47803.27530362643,14761.574550630525,33041.70075299591,35227.718648835085,875.0769230769947,34352.64172575809
2020-05-20,2020-05-27,ZAR,0,0,no_1y_5y_coverage,,0.0007115849263747934,,,,0.0,,,,,,
2020-05-27,2020-06-03,BRL,1,1,,0.058099,0.0004591019469662926,0.057639898053033704,0.14766532526590162,0.029533065053180325,295330.65053180326,472208.8317339644,185645.2619802095,286563.5697537549,176878.18120216113,873.3846153849736,176004.79658677615
2020-05-27,2020-06-03,NGN,0,0,no_1y_5y_coverage,,0.0004591019469662926,,,,0.0,,,,,,
2020-05-27,2020-06-03,PKR,0,0,no_1y_5y_coverage,,0.0004591019469662926,,,,0.0,,,,,,
2020-05-27,2020-06-03,TRY,1,1,,0.11346826923076922,0.0004591019469662926,0.11300916728380293,-0.05136313306464767,-0.010272626612929533,-102726.26612929534,74151.91507286578,14549.883634695783,59602.03143817,176878.18120216113,873.3846153849736,176004.79658677615
2020-05-27,2020-06-03,ZAR,0,0,no_1y_5y_coverage,,0.0004591019469662926,,,,0.0,,,,,,
2020-06-03,2020-06-10,BRL,1,1,,0.054339000000000005,0.0007443465658027279,0.053594653434197274,0.2566792203324903,0.051335844066498056,513358.44066498056,614785.2097150069,1443.8730385936797,613341.3366764132,101426.76905002631,874.6153846159577,100552.15366541035
2020-06-03,2020-06-10,NGN,0,0,missing_curve,,0.0007443465658027279,,,,0.0,,,,,,
2020-06-03,2020-06-10,PKR,0,0,no_1y_5y_coverage,,0.0007443465658027279,,,,0.0,,,,,,
2020-06-03,2020-06-10,TRY,1,1,,0.1137576923076923,0.0007443465658027279,0.11301334574188956,-0.08764964939070306,-0.017529929878140612,-175299.29878140613,-73872.52973137982,15015.65286500007,-88888.18259637989,101426.76905002631,874.6153846159577,100552.15366541035
2020-06-03,2020-06-10,ZAR,0,0,no_1y_5y_coverage,,0.0007443465658027279,,,,0.0,,,,,,
2020-06-10,2020-06-17,BRL,1,1,,0.054683,0.0007513585052061663,0.05393164149479383,-0.25871269975839367,-0.05174253995167874,-517425.3995167874,-631756.4186277166,27959.03776978515,-659715.4563975018,-114331.01911092922,870.3076923079789,-115201.3268032372
2020-06-10,2020-06-17,NGN,0,0,missing_curve,,0.0007513585052061663,,,,0.0,,,,,,
2020-06-10,2020-06-17,PKR,0,0,no_1y_5y_coverage,,0.0007513585052061663,,,,0.0,,,,,,
2020-06-10,2020-06-17,TRY,1,1,,0.11404711538461537,0.0007513585052061663,0.11329575687940921,0.028198671360617503,0.0056397342721235,56397.34272123501,-57933.676389694214,15500.630603741854,-73434.30699343607,-114331.01911092922,870.3076923079789,-115201.3268032372
2020-06-10,2020-06-17,ZAR,0,0,no_1y_5y_coverage,,0.0007513585052061663,,,,0.0,,,,,,
2020-06-17,2020-06-24,BRL,1,1,,0.054437,0.00040810756125963014,0.05402889243874037,0.042725174369091165,0.008545034873818233,85450.34873818234,58111.75966533646,-119873.75713457912,177985.51679991558,-27338.589072845876,867.0769230769947,-28205.66599592287
2020-06-17,2020-06-24,NGN,0,0,missing_curve,,0.00040810756125963014,,,,0.0,,,,,,
2020-06-17,2020-06-24,PKR,0,0,no_1y_5y_coverage,,0.00040810756125963014,,,,0.0,,,,,,
2020-06-17,2020-06-24,TRY,1,1,,0.11433653846153845,0.00040810756125963014,0.11392843090027882,0.015010550436449237,0.0030021100872898473,30021.100872898474,2682.511800052598,15251.710567805916,-12569.198767753318,-27338.589072845876,867.0769230769947,-28205.66599592287
2020-06-17,2020-06-24,ZAR,0,0,no_1y_5y_coverage,,0.00040810756125963014,,,,0.0,,,,,,
2020-06-24,2020-07-01,BRL,1,1,,0.057526,0.00015583789111502506,0.05737016210888497,-0.1571440504641789,-0.03142881009283578,-314288.1009283578,-411959.9929556232,165929.53703895584,-577889.529994579,-97671.89202726539,865.5384615380317,-98537.43048880342
2020-06-24,2020-07-01,NGN,0,0,missing_curve,,0.00015583789111502506,,,,0.0,,,,,,
2020-06-24,2020-07-01,PKR,0,0,no_1y_5y_coverage,,0.00015583789111502506,,,,0.0,,,,,,
2020-06-24,2020-07-01,TRY,1,1,,0.11462596153846152,0.00015583789111502506,0.1144701236473465,0.050645652540454174,0.010129130508090835,101291.30508090835,3619.4130536429584,14595.5535955932,-10976.14054195024,-97671.89202726539,865.5384615380317,-98537.43048880342
2020-06-24,2020-07-01,ZAR,0,0,no_1y_5y_coverage,,0.00015583789111502506,,,,0.0,,,,,,
2020-07-01,2020-07-08,BRL,1,1,,0.054178,0.00018733050100359862,0.0539906694989964,0.0064282937906445,0.0012856587581289,12856.587581289,140705.04966914654,-15208.356367766857,155913.4060369134,127848.46208785754,863.2307692300528,126985.23131862748
2020-07-01,2020-07-08,NGN,0,0,missing_curve,,0.00018733050100359862,,,,0.0,,,,,,
2020-07-01,2020-07-08,PKR,0,0,no_1y_5y_coverage,,0.00018733050100359862,,,,0.0,,,,,,
2020-07-01,2020-07-08,TRY,1,1,,0.1149153846153846,0.00018733050100359862,0.114728054114381,-0.06382573266637279,-0.012765146533274558,-127651.46533274557,196.99675511196256,13769.745557643473,-13572.74880253151,127848.46208785754,863.2307692300528,126985.23131862748
2020-07-01,2020-07-08,ZAR,0,0,no_1y_5y_coverage,,0.00018733050100359862,,,,0.0,,,,,,
2020-07-08,2020-07-15,BRL,1,1,,0.054875,6.489598746977927e-06,0.05486851040125302,0.0347799276237851,0.00695598552475702,69559.8552475702,80953.09783391841,60899.51845024899,20053.57938366942,11393.242586348206,860.923076922074,10532.319509426132
2020-07-08,2020-07-15,NGN,0,0,missing_curve,,6.489598746977927e-06,,,,0.0,,,,,,
2020-07-08,2020-07-15,PKR,0,0,missing_curve,,6.489598746977927e-06,,,,0.0,,,,,,
2020-07-08,2020-07-15,TRY,1,1,,0.11520480769230768,6.489598746977927e-06,0.1151983180935607,0.0801411283186106,0.01602822566372212,160282.2566372212,171675.4992235694,176419.33599121496,-4743.836767645553,11393.242586348206,860.923076922074,10532.319509426132
2020-07-08,2020-07-15,ZAR,0,0,no_1y_5y_coverage,,6.489598746977927e-06,,,,0.0,,,,,,
2020-07-15,2020-07-22,BRL,1,1,,0.053863,-0.00027432515418672265,0.054137325154186726,0.14265943840314493,0.02853188768062899,285318.8768062899,379019.7293506209,-1285.2482514176518,380304.97760203853,93700.85254433099,862.923076922074,92837.92946740892
2020-07-15,2020-07-22,NGN,0,0,missing_curve,,-0.00027432515418672265,,,,0.0,,,,,,
2020-07-15,2020-07-22,PKR,0,0,missing_curve,,-0.00027432515418672265,,,,0.0,,,,,,
2020-07-15,2020-07-22,TRY,0,0,no_1y_5y_coverage,,-0.00027432515418672265,,,,0.0,,,,,,
2020-07-15,2020-07-22,ZAR,0,0,no_1y_5y_coverage,,-0.00027432515418672265,,,,0.0,,,,,,
2020-07-22,2020-07-29,BRL,1,1,,0.054245999999999996,-0.0006117342137659344,0.05485773421376593,-0.006511839853215497,-0.0013023679706430993,-13023.679706430994,113564.90660747886,78950.17222732864,34614.734380150214,126588.58631390985,859.5384615380317,125729.04785237182
2020-07-22,2020-07-29,NGN,0,0,missing_curve,,-0.0006117342137659344,,,,0.0,,,,,,
2020-07-22,2020-07-29,PKR,0,0,missing_curve,,-0.0006117342137659344,,,,0.0,,,,,,
2020-07-22,2020-07-29,TRY,0,0,no_1y_5y_coverage,,-0.0006117342137659344,,,,0.0,,,,,,
2020-07-22,2020-07-29,ZAR,0,0,no_1y_5y_coverage,,-0.0006117342137659344,,,,0.0,,,,,,
2020-07-29,2020-08-05,BRL,1,1,,0.052836999999999995,-0.0005579566649826964,0.053394956664982694,-0.1743465008962266,-0.034869300179245326,-348693.00179245323,-238097.53328712285,22343.61483135633,-260441.14811847918,110595.46850533038,860.1538461530581,109735.31465917733
2020-07-29,2020-08-05,NGN,0,0,missing_curve,,-0.0005579566649826964,,,,0.0,,,,,,
