date,usd_proxy,em_fx_basket,rates_proxy_on,rates_proxy_5y
2019-01-09,0.001189440510450196,0.0065038442825958494,1.9000000000000787e-05,0.00033989569630872227
2019-01-16,-0.009878295948492738,0.005783041267102806,-4.000000000001398e-06,0.000597752580132286
2019-01-23,-0.006258979204847359,-0.004322796448414623,-5.999999999999062e-06,0.00010772902729137834
2019-01-30,-0.011355101856241168,0.011776578301524676,-1.899999999999992e-05,-0.0005695822255703583
2019-02-06,0.010853878900616287,0.00899458205078929,3.199999999999991e-05,-0.00033973371658630944
2019-02-13,0.0030345739379822323,-0.006167091467361452,2.999999999999531e-06,-0.0002500877552780254
2019-02-20,-0.010688956379747205,-0.007103530562880778,8.000000000000194e-06,9.977042862997429e-06
2019-02-27,-0.01467177169687528,0.0006787999091220964,-1.1999999999999858e-05,0.0009748021581898973
2019-03-06,0.008350531348288948,-0.011196239561570565,1.0000000000001327e-06,-0.0002469649093916459
2019-03-13,0.0028938454528653623,-0.00511473039709962,-1.0999999999999725e-05,-0.0002921175174677021
2019-03-20,-0.011901655188829907,-0.0030944323382610774,-1.0000000000001327e-06,-0.0004763956800033567
2019-03-27,0.005487455512916628,0.0008482574453476666,-7.000000000000062e-06,-0.0013342420850473071
2019-04-03,0.00314062093841061,-0.0036666403950428085,1.6999999999999654e-05,0.0007580371371657332
2019-04-10,0.006382398341004347,-0.0037427214088076254,1.6999999999999654e-05,-9.699379764724868e-05
2019-04-17,-3.3952531752146076e-05,-0.004998310891050605,3.000000000000398e-06,0.0012421480643210123
2019-04-24,0.009353296845766801,-0.007820955820329711,2.999999999999531e-06,-0.00048539985744380093
2019-05-01,-0.007963491527542832,-0.002340645228117122,1.6000000000001256e-05,-0.00012228659557827516
2019-05-08,-0.002516115491372539,-0.011579764425450412,-1.1000000000000593e-05,2.4709814482746367e-05
2019-05-15,0.012382168553606632,0.0045018418510503365,3.9999999999996635e-06,-0.0006964952125983019
2019-05-22,0.015541732056188307,-0.018245766799329655,1.000000000000046e-05,-0.0004922601762322194
2019-05-29,0.004317101983600163,-0.0016394480787766952,-3.300000000000004e-05,-0.0009131340585937673
2019-06-05,-0.0036625664421485182,0.05611450580246822,2.1000000000000185e-05,-0.000366594661803798
2019-06-12,-0.0012776954911623284,-0.0400977263531483,-8.000000000000194e-06,-1.1821692301620078e-05
2019-06-19,0.01285731275223459,-0.008948603872817618,2.999999999999531e-06,2.287072266080655e-05
2019-06-26,-0.009191339745695859,0.0059081705489455235,-4.999999999999796e-06,-0.00022104614150658154
2019-07-03,0.006817385722579228,0.010034849147805414,4.999999999999796e-06,-0.0012308353902800622
2019-07-10,0.010708440356392429,-0.003605395689922819,1.0000000000001327e-06,0.00048221798403032777
2019-07-17,0.0027897073852233,0.002945955606125583,3.000000000000398e-06,-0.00014629361265529762
2019-07-24,-0.0013024702788937692,-0.0006517078186331737,2.0000000000002655e-06,-0.0005715695507769302
2019-07-31,0.022571318457896256,0.0006379046372332997,-1.400000000000099e-05,-0.000739222883250101
2019-08-07,-0.0009135347921448989,-0.017604979671848486,1.700000000000052e-05,-0.0007976926880235748
2019-08-14,0.009395836606316654,-0.006578467808887156,1.999999999999398e-06,5.532477738178464e-05
2019-08-21,-0.008011871166968526,-0.009888576097854918,2.7000000000000114e-05,0.0005004660452743647
2019-08-28,-0.010439011861143294,-0.007268066851935951,-1.3999999999999256e-05,-0.0008725207884073523
2019-09-04,0.014687161733600157,0.010176967224253897,-1.7999999999999787e-05,0.00023117297267537858
2019-09-11,-0.02099833622593758,0.008662534126747579,-4.000000000001398e-06,0.0015217602098895064
2019-09-18,-0.010281599197836416,0.002327268698050533,1.3000000000000858e-05,-4.621421771725323e-05
2019-09-25,0.0016742147453974177,-0.006885754695674207,-5.000000000000664e-06,-0.0006088550612169414
2019-10-02,0.014674147101007673,-0.006392211556180305,-9.999999999992654e-07,-0.0009375106972383347
2019-10-09,0.005911738211414469,-0.0030602280237941757,1.4000000000000123e-05,-0.00017994191952809763
2019-10-16,-0.04363439700337249,-0.00043323437826536804,-3.000000000000398e-06,0.0021884134169341423
2019-10-23,-0.008148296641744768,0.01267442662040672,1.5000000000000256e-05,1.284562997448755e-05
2019-10-30,-0.0006831036325395945,0.007850652025484895,-1.700000000000052e-05,-7.047717796857759e-05
2019-11-06,-0.0011279489138028564,-0.0037549450046133527,8.000000000000194e-06,0.00023871888956835102
2019-11-13,0.0026067749699165144,-0.011261619160624159,-5.999999999999929e-06,0.0002650399322788729
2019-11-20,-0.00555626423803085,0.0032734749309372368,-1.0000000000001327e-06,-8.65684289152761e-05
2019-11-27,0.0029108383401008076,-0.0047163702448192344,-2.999999999999531e-06,-0.000324236147497472
2019-12-04,-0.00838640637846505,0.006156013512306791,-1.400000000000099e-05,0.0006586556171115088
2019-12-11,-0.01109708631467482,-0.0012342161430112686,7.000000000000929e-06,0.0002396140468856143
2019-12-18,0.0020093122800919905,0.004628806174787758,8.000000000000194e-06,-0.0002575101297233205
2019-12-25,0.012150583431176643,0.0025047629068131625,-1.1999999999999858e-05,0.00010741021087639583
2020-01-01,-0.023149360838206068,0.005178465741948158,3.099999999999978e-05,8.775450842157632e-05
2020-01-08,0.010461081643313774,-0.009993827436485336,-1.0000000000001327e-06,0.00015797664954098588
2020-01-15,0.006477660156132825,0.0018016652016824342,1.0000000000001327e-06,-0.0017338495297919134
2020-01-22,-0.0018929306474863017,-0.007080025381478938,-8.000000000000194e-06,-2.0065799755853223e-05
2020-01-29,0.00249228544697655,-0.0002779465543101711,-1.3999999999999256e-05,-0.0004953690379755002
2020-02-05,0.0005911851089365205,-0.008243379359255565,3.999999999998796e-06,0.0009197658189971543
2020-02-12,0.004311317341145371,-0.00497972214852207,-8.99999999999946e-06,-3.860284834057877e-06
2020-02-19,-0.0028881776866244713,-0.006462835042752024,4.000000000000531e-06,-6.299017402453325e-05
2020-02-26,0.00018327385649741235,-0.005359404572165971,1.1999999999999858e-05,-0.001080025078256902
2020-03-04,0.01427485907695919,-0.006496128186438544,-1.400000000000099e-05,-0.0012630718874225427
2020-03-11,-0.009248592563315783,-0.022643455814570057,-0.005007999999999999,-0.00036059949945124563
2020-03-18,0.06642010378815799,-0.03407518958281299,5.5999999999999626e-05,0.001832749504651802
2020-03-25,0.02096353176525284,-0.021098061758219978,-0.0013979999999999997,-0.0019665743605733806
2020-04-01,-0.04354862851604613,-0.023642388878444543,-3.8000000000000056e-05,-0.00022820616510078667
2020-04-08,0.00471324177219376,-0.011709218941226363,-7.099999999999988e-05,0.00025480886829391076
2020-04-15,-0.023094149019906335,0.0029711486667590493,-7.000000000000062e-06,-0.0005566855743584546
2020-04-22,0.026172843837639098,-0.013757876746468245,4.9e-05,5.4144680871265295e-05
2020-04-29,-0.015630094974099146,-0.0023083737964149976,-1.0000000000000026e-05,-0.0002156719987603528
2020-05-06,0.0031610438577028277,-0.0032587880471889987,-5.000000000000013e-06,-0.00046978406406965496
2020-05-13,0.013357808032381457,-0.006073950487341095,1.6000000000000064e-05,-0.0005937584229645436
2020-05-20,0.0007862103290594835,0.008843803750581492,3.999999999999989e-06,5.022246109403182e-05
2020-05-27,-0.004284419314651816,0.02528069815995595,-1.100000000000005e-05,-0.0002524829794085008
2020-06-03,-0.02175972853376315,0.007526306865060528,8.000000000000086e-06,0.0002852446188364353
2020-06-10,-0.0124893278668059,0.016372247250431425,-2.800000000000014e-05,7.011939403438411e-06
2020-06-17,0.014503265190216691,-0.022833892753325414,-2.099999999999986e-05,-0.0003432509439465362
2020-06-24,0.003531554763517075,0.0013238384807056746,-1.0000000000000026e-05,-0.00025226967014460507
