portfolio,sharpe_weekly,sharpe_ann,max_dd_wealth
full,0.012062397745742423,0.08698318715463109,-0.9713474175791386
ex_BRL,0.013091721552632149,0.09440574668422448,-0.9930257334407544
ex_NGN,0.009419961302695356,0.06792830697950933,-0.9738406349515318
ex_PKR,0.014108286915692337,0.10173630376697283,-0.9697791398378177
ex_TRY,0.032643599285578646,0.23539634207970692,-0.8812520333821323
ex_ZAR,-0.005339146472014243,-0.03850113274412002,-0.9985536985211015
