date0,usd_factor,rates5_change,carry_spread,gbp_ois_change,gbp_s5_change
2019-01-02,,,0.1422902828882036,,
2019-01-09,0.0065038442825958494,-0.0004400000000000237,0.10539127608078377,1.9000000000000787e-05,0.00033989569630872227
2019-01-16,0.005783041267102806,0.0004143888888888947,0.10520791238954039,-4.000000000001398e-06,0.000597752580132286
2019-01-23,-0.004322796448414623,-0.001467833333333328,0.10363235002891567,-5.999999999999062e-06,0.00010772902729137834
2019-01-30,0.011776578301524676,-0.0007352222222222274,0.10346671003226382,-1.899999999999992e-05,-0.0005695822255703583
2019-02-06,0.00899458205078929,-0.0016338333333333413,0.10217261041551678,3.199999999999991e-05,-0.00033973371658630944
2019-02-13,-0.006167091467361452,-0.00029916666666666286,0.10212353150412815,2.999999999999531e-06,-0.0002500877552780254
2019-02-20,-0.007103530562880778,-9.144444444443567e-05,0.10202211001682071,8.000000000000194e-06,9.977042862997429e-06
2019-02-27,0.0006787999091220964,-0.0010011111111111193,0.10004619674751969,-1.1999999999999858e-05,0.0009748021581898973
2019-03-06,-0.011196239561570565,-2.301587301586916e-05,0.10027014578389545,1.0000000000001327e-06,-0.0002469649093916459
2019-03-13,-0.00511473039709962,-0.001209861111111113,0.09935240219025206,-1.0999999999999725e-05,-0.0002921175174677021
2019-03-20,-0.0030944323382610774,-0.00022525000000000323,0.09960354787025541,-1.0000000000001327e-06,-0.0004763956800033567
2019-03-27,0.0008482574453476666,0.002510361111111116,0.10344815106641383,-7.000000000000062e-06,-0.0013342420850473071
2019-04-03,-0.0036666403950428085,-0.0013346454693759502,0.13308886483326202,1.6999999999999654e-05,0.0007580371371657332
2019-04-10,-0.0037427214088076254,-0.0011814372169220433,0.13200442141398722,1.6999999999999654e-05,-9.699379764724868e-05
2019-04-17,-0.004998310891050605,0.00024619241270758724,0.13100846576237382,3.000000000000398e-06,0.0012421480643210123
2019-04-24,-0.007820955820329711,0.0007736738941890725,0.1322675395140067,2.999999999999531e-06,-0.00048539985744380093
2019-05-01,-0.002340645228117122,0.0022931430299915436,0.13468296913957647,1.6000000000001256e-05,-0.00012228659557827516
2019-05-08,-0.011579764425450412,0.0016265380917199386,0.13628479741681368,-1.1000000000000593e-05,2.4709814482746367e-05
2019-05-15,0.0045018418510503365,-0.0003763075872924247,0.13660498504211957,3.9999999999996635e-06,-0.0006964952125983019
2019-05-22,-0.018245766799329655,0.0017323961164113038,0.13882964133476308,1.000000000000046e-05,-0.0004922601762322194
2019-05-29,-0.0016394480787766952,-0.0013696594391442672,0.1383731159542126,-3.300000000000004e-05,-0.0009131340585937673
2019-06-05,0.05611450580246822,-0.004739202395336826,0.13400050822067955,2.1000000000000185e-05,-0.000366594661803798
2019-06-12,-0.0400977263531483,-0.0028485498575498563,0.1311637800554313,-8.000000000000194e-06,-1.1821692301620078e-05
2019-06-19,-0.008948603872817618,-0.0018616286799620029,0.1292792806528085,2.999999999999531e-06,2.287072266080655e-05
2019-06-26,0.0059081705489455235,-0.009388359924026604,0.12011196687028848,-4.999999999999796e-06,-0.00022104614150658154
2019-07-03,0.010034849147805414,-0.0014505698005697943,0.11989223245999876,4.999999999999796e-06,-0.0012308353902800622
2019-07-10,-0.003605395689922819,-0.00038651587301586493,0.11461039603885,1.0000000000001327e-06,0.00048221798403032777
2019-07-17,0.002945955606125583,-0.0021567777777777783,0.11259991187372752,3.000000000000398e-06,-0.00014629361265529762
2019-07-24,-0.0006517078186331737,-0.002877168020179656,0.11029431340432479,2.0000000000002655e-06,-0.0005715695507769302
2019-07-31,0.0006379046372332997,-0.00505774633936262,0.10597578994821227,-1.400000000000099e-05,-0.000739222883250101
2019-08-07,-0.017604979671848486,-0.0007332093023255763,0.10604027333391028,1.700000000000052e-05,-0.0007976926880235748
2019-08-14,-0.006578467808887156,-0.0013962530733693489,0.10458869548315913,1.999999999999398e-06,5.532477738178464e-05
2019-08-21,-0.009888576097854918,0.0011026678020515206,0.1051908972399363,2.7000000000000114e-05,0.0005004660452743647
2019-08-28,-0.007268066851935951,0.0016348092161929395,0.10769822724453659,-1.3999999999999256e-05,-0.0008725207884073523
2019-09-04,0.010176967224253897,-0.0037578574504737276,0.10370919682138748,-1.7999999999999787e-05,0.00023117297267537858
2019-09-11,0.008662534126747579,-0.0018835241171403956,0.10030391249435758,-4.000000000001398e-06,0.0015217602098895064
2019-09-18,0.002327268698050533,-0.0015022222222222242,0.054912146091919786,1.3000000000000858e-05,-4.621421771725323e-05
2019-09-25,-0.006885754695674207,-0.0013209999999999958,0.05420000115313673,-5.000000000000664e-06,-0.0006088550612169414
2019-10-02,-0.006392211556180305,-0.0004318888888888914,0.05470562296148617,-9.999999999992654e-07,-0.0009375106972383347
2019-10-09,-0.0030602280237941757,-0.001702444444444444,0.05318312043656983,1.4000000000000123e-05,-0.00017994191952809763
2019-10-16,-0.00043323437826536804,-0.0020886666666666692,0.04890604035296901,-3.000000000000398e-06,0.0021884134169341423
2019-10-23,0.01267442662040672,-0.0003932222222222184,0.04849997250077231,1.5000000000000256e-05,1.284562997448755e-05
2019-10-30,0.007850652025484895,-0.0012505555555555603,0.047319894123185324,-1.700000000000052e-05,-7.047717796857759e-05
2019-11-06,-0.0037549450046133527,0.0008203333333333326,0.04790150856695031,8.000000000000194e-06,0.00023871888956835102
2019-11-13,-0.011261619160624159,0.0014618888888888945,0.04909835752356033,-5.999999999999929e-06,0.0002650399322788729
2019-11-20,0.0032734749309372368,0.000497888888888888,0.0496828148413645,-1.0000000000001327e-06,-8.65684289152761e-05
2019-11-27,-0.0047163702448192344,0.0013497777777777761,0.08430890914489034,-2.999999999999531e-06,-0.000324236147497472
2019-12-04,0.006156013512306791,-0.001920762411347511,0.08172949111643131,-1.400000000000099e-05,0.0006586556171115088
2019-12-11,-0.0012342161430112686,-0.0005650957446808463,0.08092478132486484,7.000000000000929e-06,0.0002396140468856143
2019-12-18,0.004628806174787758,0.0014254444444444306,0.0826077358990326,8.000000000000194e-06,-0.0002575101297233205
2019-12-25,0.0025047629068131625,-0.0015184722222222127,0.08098185346593399,-1.1999999999999858e-05,0.00010741021087639583
2020-01-01,0.005178465741948158,-0.0012575277777777845,0.07963657117973463,3.099999999999978e-05,8.775450842157632e-05
2020-01-08,-0.009993827436485336,0.0008750000000000008,0.08035359453019364,-1.0000000000001327e-06,0.00015797664954098588
2020-01-15,0.0018016652016824342,-0.006787111111111101,0.07530033294887445,1.0000000000001327e-06,-0.0017338495297919134
2020-01-22,-0.007080025381478938,-0.001078722222222224,0.07424167652640809,-8.000000000000194e-06,-2.0065799755853223e-05
2020-01-29,-0.0002779465543101711,-0.0017730555555555555,0.07296399000882803,-1.3999999999999256e-05,-0.0004953690379755002
2020-02-05,-0.008243379359255565,0.0006899999999999996,0.07273422418983087,3.999999999998796e-06,0.0009197658189971543
2020-02-12,-0.00497972214852207,0.003246611111111103,0.07598469558577603,-8.99999999999946e-06,-3.860284834057877e-06
2020-02-19,-0.006462835042752024,0.002840944444444441,0.07888863020424501,4.000000000000531e-06,-6.299017402453325e-05
2020-02-26,-0.005359404572165971,0.004363722222222227,0.08433237750472414,1.1999999999999858e-05,-0.001080025078256902
2020-03-04,-0.006496128186438544,-0.006916944444444437,0.07867850494770225,-1.400000000000099e-05,-0.0012630718874225427
2020-03-11,-0.022643455814570057,0.007301222222222212,0.0863403266693757,-0.005007999999999999,-0.00036059949945124563
2020-03-18,-0.03407518958281299,0.00410361111111112,0.08861118827583503,5.5999999999999626e-05,0.001832749504651802
2020-03-25,-0.021098061758219978,0.00037077777777778237,0.09094854041418618,-0.0013979999999999997,-0.0019665743605733806
2020-04-01,-0.023642388878444543,0.005755444444444445,0.0969321910237314,-3.8000000000000056e-05,-0.00022820616510078667
2020-04-08,-0.011709218941226363,0.0034979999999999872,0.1001753821554375,-7.099999999999988e-05,0.00025480886829391076
2020-04-15,0.0029711486667590493,-0.0005934999999999933,0.10013856772979596,-7.000000000000062e-06,-0.0005566855743584546
2020-04-22,-0.013757876746468245,-0.016600500000000004,0.08348392304892469,4.9e-05,5.4144680871265295e-05
2020-04-29,-0.0023083737964149976,0.0008710000000000002,0.08457059504768503,-1.0000000000000026e-05,-0.0002156719987603528
